id,retention,Usage
11806,1.0,Public
54099,1.0,Public
69398,1.0,Public
44771,1.0,Public
77350,0.0,Public
56732,1.0,Public
97705,1.0,Public
91108,1.0,Public
2400,1.0,Public
104779,1.0,Public
107726,1.0,Public
131889,1.0,Public
64630,1.0,Public
84765,1.0,Public
13035,1.0,Public
5508,1.0,Public
18928,1.0,Public
92349,1.0,Public
4825,1.0,Public
90677,1.0,Public
61766,0.0,Public
130247,1.0,Public
109227,1.0,Public
85795,1.0,Public
18376,1.0,Public
99999,1.0,Public
18675,1.0,Public
98859,1.0,Public
95422,1.0,Public
138593,1.0,Public
70316,1.0,Public
100456,1.0,Public
127868,1.0,Public
92759,1.0,Public
85060,1.0,Public
115616,1.0,Public
135484,1.0,Public
118592,1.0,Public
39248,1.0,Public
96952,1.0,Public
127899,1.0,Public
115066,0.0,Public
62729,1.0,Public
30891,1.0,Public
54605,0.0,Public
15024,1.0,Public
47512,0.0,Public
19500,1.0,Public
136548,0.0,Public
93086,1.0,Public
116482,1.0,Public
105723,1.0,Public
31145,1.0,Public
125029,1.0,Public
25367,1.0,Public
45401,1.0,Public
39459,1.0,Public
24057,1.0,Public
84424,1.0,Public
23543,1.0,Public
136021,1.0,Public
140338,1.0,Public
7564,1.0,Public
113174,1.0,Public
8970,0.0,Public
80739,1.0,Public
103132,1.0,Public
42336,1.0,Public
133595,1.0,Public
126352,1.0,Public
11741,1.0,Public
78946,1.0,Public
135247,1.0,Public
35456,1.0,Public
100581,1.0,Public
79227,1.0,Public
45420,1.0,Public
1400,1.0,Public
80459,1.0,Public
78584,1.0,Public
75628,1.0,Public
87195,1.0,Public
58573,1.0,Public
131452,1.0,Public
85872,1.0,Public
5316,1.0,Public
63372,1.0,Public
138329,1.0,Public
24304,1.0,Public
113384,1.0,Public
104109,1.0,Public
48778,1.0,Public
21117,1.0,Public
36117,1.0,Public
102245,1.0,Public
28815,1.0,Public
123742,1.0,Public
55411,1.0,Public
99531,1.0,Public
133205,1.0,Public
69502,1.0,Public
76954,1.0,Public
94953,1.0,Public
49379,0.0,Public
79055,1.0,Public
35384,1.0,Public
92679,1.0,Public
26667,1.0,Public
143096,1.0,Public
52808,1.0,Public
57731,1.0,Public
134470,0.0,Public
65653,1.0,Public
32859,1.0,Public
104327,1.0,Public
29371,1.0,Public
38507,1.0,Public
135148,1.0,Public
76138,1.0,Public
138900,1.0,Public
33916,1.0,Public
99310,1.0,Public
118729,1.0,Public
62179,1.0,Public
17160,1.0,Public
9994,1.0,Public
42914,1.0,Public
76340,1.0,Public
80331,1.0,Public
135091,1.0,Public
52669,0.0,Public
31013,1.0,Public
129637,1.0,Public
118603,0.0,Public
93403,1.0,Public
108093,1.0,Public
29027,1.0,Public
26952,1.0,Public
87623,1.0,Public
88163,1.0,Public
54578,1.0,Public
106033,1.0,Public
44267,1.0,Public
104256,1.0,Public
88025,1.0,Public
12363,0.0,Public
97985,1.0,Public
140274,1.0,Public
35426,1.0,Public
50349,1.0,Public
107359,1.0,Public
8927,1.0,Public
21725,1.0,Public
6836,1.0,Public
79415,1.0,Public
82284,0.0,Public
57859,1.0,Public
91467,1.0,Public
136079,1.0,Public
68714,1.0,Public
51448,0.0,Public
124724,1.0,Public
43280,1.0,Public
112347,1.0,Public
28816,1.0,Public
18653,1.0,Public
72651,1.0,Public
4130,1.0,Public
102108,1.0,Public
46091,1.0,Public
56425,1.0,Public
29416,1.0,Public
728,1.0,Public
3624,1.0,Public
8056,1.0,Public
103384,1.0,Public
71094,1.0,Public
31839,1.0,Public
89568,1.0,Public
18084,0.0,Public
46565,1.0,Public
71377,1.0,Public
131675,1.0,Public
78653,0.0,Public
141599,1.0,Public
102824,1.0,Public
84983,1.0,Public
69572,1.0,Public
126436,1.0,Public
72382,1.0,Public
56923,1.0,Public
81996,1.0,Public
91694,1.0,Public
84880,1.0,Public
113854,1.0,Public
92386,1.0,Public
135537,0.0,Public
73342,1.0,Public
39835,1.0,Public
68470,1.0,Public
14435,1.0,Public
78356,1.0,Public
106754,1.0,Public
122257,1.0,Public
50323,1.0,Public
140154,1.0,Public
87327,1.0,Public
63338,1.0,Public
7331,0.0,Public
6544,1.0,Public
76145,1.0,Public
7063,1.0,Public
1866,1.0,Public
77265,1.0,Public
4992,1.0,Public
72820,0.0,Public
28017,1.0,Public
25972,1.0,Public
11701,1.0,Public
36288,1.0,Public
57901,1.0,Public
51660,1.0,Public
76133,0.0,Public
131910,1.0,Public
55516,1.0,Public
125890,1.0,Public
35317,1.0,Public
124785,1.0,Public
32406,1.0,Public
63187,1.0,Public
86964,1.0,Public
37701,1.0,Public
20630,1.0,Public
67807,1.0,Public
83938,1.0,Public
125756,1.0,Public
19406,1.0,Public
135637,1.0,Public
62920,1.0,Public
2889,1.0,Public
124137,1.0,Public
18225,1.0,Public
66193,1.0,Public
82761,1.0,Public
106799,1.0,Public
33893,1.0,Public
86437,1.0,Public
104363,1.0,Public
16710,1.0,Public
34924,1.0,Public
43927,1.0,Public
142998,0.0,Public
88772,1.0,Public
90778,1.0,Public
104380,0.0,Public
110221,0.0,Public
88884,1.0,Public
58048,1.0,Public
113178,1.0,Public
122990,1.0,Public
79754,1.0,Public
9542,1.0,Public
63456,1.0,Public
123068,1.0,Public
129557,1.0,Public
92144,1.0,Public
70833,1.0,Public
12709,1.0,Public
6776,1.0,Public
3173,0.0,Public
74601,1.0,Public
115481,1.0,Public
2356,1.0,Public
63377,1.0,Public
110247,1.0,Public
82938,1.0,Public
71131,0.0,Public
67159,1.0,Public
73108,1.0,Public
90759,1.0,Public
92894,1.0,Public
16782,1.0,Public
56711,1.0,Public
120900,0.0,Public
36673,1.0,Public
3056,1.0,Public
49510,1.0,Public
64549,1.0,Public
111546,1.0,Public
76618,1.0,Public
42347,1.0,Public
111679,1.0,Public
123525,1.0,Public
95071,1.0,Public
2055,1.0,Public
30061,1.0,Public
89634,1.0,Public
102175,1.0,Public
75370,1.0,Public
81773,1.0,Public
74354,1.0,Public
119624,1.0,Public
89484,1.0,Public
142338,1.0,Public
109384,1.0,Public
73129,1.0,Public
121468,1.0,Public
50746,1.0,Public
50777,1.0,Public
105040,1.0,Public
132764,1.0,Public
129078,1.0,Public
113970,1.0,Public
949,1.0,Public
56850,1.0,Public
4354,1.0,Public
21270,1.0,Public
51988,1.0,Public
38610,1.0,Public
8468,1.0,Public
65890,1.0,Public
94234,1.0,Public
66068,1.0,Public
74077,1.0,Public
93046,1.0,Public
38437,1.0,Public
41497,1.0,Public
57599,1.0,Public
26021,1.0,Public
72998,1.0,Public
131613,1.0,Public
104957,1.0,Public
693,1.0,Public
18666,1.0,Public
105231,1.0,Public
75881,1.0,Public
15062,1.0,Public
139529,1.0,Public
69444,1.0,Public
120785,1.0,Public
63913,1.0,Public
52601,1.0,Public
61358,1.0,Public
134545,1.0,Public
97858,1.0,Public
127918,1.0,Public
51736,1.0,Public
119954,1.0,Public
8879,1.0,Public
138774,1.0,Public
121812,1.0,Public
81807,1.0,Public
91885,1.0,Public
86032,1.0,Public
29862,1.0,Public
57821,1.0,Public
74146,1.0,Public
70299,1.0,Public
124172,1.0,Public
101272,1.0,Public
3828,1.0,Public
34383,1.0,Public
28903,1.0,Public
109566,1.0,Public
69592,1.0,Public
77189,1.0,Public
127407,1.0,Public
142864,1.0,Public
116371,0.0,Public
50611,1.0,Public
49196,1.0,Public
73500,0.0,Public
109500,1.0,Public
27279,1.0,Public
27782,1.0,Public
18884,0.0,Public
112273,1.0,Public
117291,1.0,Public
31564,1.0,Public
141316,1.0,Public
103479,1.0,Public
45372,0.0,Public
1018,1.0,Public
136778,1.0,Public
62542,1.0,Public
57829,1.0,Public
53509,1.0,Public
103902,1.0,Public
103521,1.0,Public
59298,1.0,Public
79390,1.0,Public
98072,1.0,Public
60797,1.0,Public
123385,1.0,Public
105130,1.0,Public
26526,1.0,Public
122644,0.0,Public
132155,1.0,Public
88968,1.0,Public
35501,1.0,Public
10174,1.0,Public
112904,1.0,Public
91048,1.0,Public
91046,1.0,Public
45809,1.0,Public
106271,1.0,Public
115766,1.0,Public
102789,1.0,Public
95752,1.0,Public
23816,1.0,Public
65109,1.0,Public
118817,1.0,Public
128781,1.0,Public
53937,1.0,Public
51017,1.0,Public
135841,1.0,Public
126196,1.0,Public
114540,1.0,Public
109407,1.0,Public
102797,1.0,Public
24469,1.0,Public
106115,1.0,Public
82937,1.0,Public
77912,1.0,Public
17603,1.0,Public
65256,1.0,Public
120205,1.0,Public
111307,1.0,Public
74174,1.0,Public
5692,1.0,Public
104328,1.0,Public
45630,1.0,Public
142838,1.0,Public
134966,1.0,Public
123209,1.0,Public
51369,1.0,Public
13377,1.0,Public
71243,1.0,Public
125349,1.0,Public
82307,0.0,Public
44863,1.0,Public
116205,1.0,Public
70060,1.0,Public
91805,1.0,Public
94532,1.0,Public
62595,1.0,Public
57625,1.0,Public
44294,1.0,Public
1587,1.0,Public
70161,1.0,Public
97575,1.0,Public
99345,1.0,Public
105692,0.0,Public
73792,1.0,Public
61659,1.0,Public
104423,1.0,Public
138049,0.0,Public
114565,1.0,Public
61579,1.0,Public
36368,1.0,Public
54784,1.0,Public
142830,1.0,Public
137578,1.0,Public
58368,1.0,Public
94951,1.0,Public
134868,0.0,Public
35570,1.0,Public
62404,1.0,Public
45137,1.0,Public
97275,1.0,Public
93425,1.0,Public
66900,1.0,Public
93345,1.0,Public
100243,1.0,Public
7809,1.0,Public
55296,1.0,Public
139055,1.0,Public
57540,1.0,Public
82528,1.0,Public
29366,1.0,Public
128735,1.0,Public
72938,1.0,Public
46606,1.0,Public
125611,1.0,Public
98175,1.0,Public
32935,1.0,Public
58385,1.0,Public
16021,1.0,Public
63540,1.0,Public
93694,1.0,Public
33050,1.0,Public
127116,1.0,Public
124639,1.0,Public
131099,1.0,Public
51931,1.0,Public
121723,1.0,Public
139638,1.0,Public
64361,0.0,Public
72522,1.0,Public
40886,1.0,Public
83926,1.0,Public
63513,0.0,Public
124125,1.0,Public
120625,1.0,Public
42761,1.0,Public
2354,1.0,Public
21553,1.0,Public
82826,1.0,Public
63501,1.0,Public
43108,1.0,Public
105345,1.0,Public
15130,1.0,Public
76335,1.0,Public
22149,1.0,Public
119827,1.0,Public
76126,1.0,Public
45206,1.0,Public
134956,1.0,Public
140899,1.0,Public
114420,1.0,Public
23721,1.0,Public
73516,0.0,Public
135866,1.0,Public
19219,1.0,Public
142473,1.0,Public
86468,1.0,Public
95633,1.0,Public
24583,1.0,Public
66103,1.0,Public
121788,1.0,Public
93559,1.0,Public
92226,1.0,Public
122180,1.0,Public
133138,1.0,Public
132411,1.0,Public
132316,1.0,Public
50675,1.0,Public
19721,0.0,Public
76766,1.0,Public
141518,1.0,Public
60225,1.0,Public
61286,1.0,Public
52449,0.0,Public
69521,1.0,Public
40477,1.0,Public
113421,1.0,Public
127479,1.0,Public
37491,1.0,Public
56323,1.0,Public
111321,1.0,Public
124401,1.0,Public
6895,1.0,Public
56083,0.0,Public
110515,1.0,Public
48904,1.0,Public
110750,1.0,Public
67719,1.0,Public
65895,1.0,Public
24459,1.0,Public
100925,1.0,Public
16952,1.0,Public
8605,1.0,Public
69553,1.0,Public
128432,1.0,Public
21755,1.0,Public
16998,1.0,Public
118639,1.0,Public
64760,1.0,Public
93083,1.0,Public
124719,1.0,Public
143269,1.0,Public
6292,1.0,Public
59798,0.0,Public
114702,1.0,Public
139755,1.0,Public
28792,1.0,Public
63245,1.0,Public
99190,1.0,Public
50754,1.0,Public
45343,0.0,Public
15719,1.0,Public
69700,1.0,Public
95197,1.0,Public
131235,1.0,Public
75819,1.0,Public
93011,1.0,Public
65433,1.0,Public
52985,1.0,Public
78122,1.0,Public
73231,1.0,Public
4542,1.0,Public
35545,1.0,Public
29324,1.0,Public
30756,1.0,Public
91395,1.0,Public
16186,1.0,Public
49429,1.0,Public
64413,0.0,Public
88923,0.0,Public
97160,1.0,Public
92685,1.0,Public
109950,1.0,Public
41256,1.0,Public
143073,1.0,Public
49079,0.0,Public
67883,1.0,Public
74954,1.0,Public
82283,1.0,Public
80581,0.0,Public
115099,1.0,Public
91590,1.0,Public
88486,1.0,Public
138340,0.0,Public
33979,1.0,Public
138993,1.0,Public
141794,1.0,Public
81846,0.0,Public
90607,1.0,Public
51804,1.0,Public
131252,1.0,Public
142802,1.0,Public
49843,1.0,Public
98827,1.0,Public
2499,1.0,Public
108152,1.0,Public
27792,1.0,Public
66407,1.0,Public
22345,1.0,Public
83455,1.0,Public
115434,1.0,Public
32576,1.0,Public
37053,1.0,Public
30504,1.0,Public
43288,1.0,Public
129624,0.0,Public
126280,1.0,Public
111515,0.0,Public
98746,1.0,Public
88656,1.0,Public
104792,1.0,Public
62525,1.0,Public
141923,1.0,Public
31144,1.0,Public
8368,1.0,Public
78789,1.0,Public
15120,0.0,Public
71830,1.0,Public
101331,1.0,Public
67876,1.0,Public
134115,1.0,Public
60420,1.0,Public
10225,1.0,Public
61769,1.0,Public
36469,1.0,Public
36592,1.0,Public
74139,1.0,Public
88213,1.0,Public
97587,1.0,Public
76287,1.0,Public
48197,1.0,Public
60805,1.0,Public
136446,1.0,Public
73209,1.0,Public
133886,1.0,Public
101728,1.0,Public
68452,1.0,Public
59705,1.0,Public
3014,1.0,Public
24903,1.0,Public
59539,1.0,Public
50531,1.0,Public
122997,1.0,Public
17581,1.0,Public
29167,1.0,Public
141890,1.0,Public
77956,1.0,Public
74206,1.0,Public
121051,1.0,Public
94308,1.0,Public
47208,0.0,Public
83418,1.0,Public
139611,1.0,Public
82474,1.0,Public
20025,1.0,Public
40758,1.0,Public
97541,1.0,Public
99753,1.0,Public
138460,1.0,Public
84094,1.0,Public
65370,1.0,Public
71683,1.0,Public
22999,1.0,Public
134002,1.0,Public
108477,1.0,Public
100205,1.0,Public
55067,1.0,Public
128820,0.0,Public
3577,1.0,Public
58803,1.0,Public
84257,1.0,Public
84757,1.0,Public
7452,1.0,Public
8920,1.0,Public
87093,1.0,Public
60454,1.0,Public
52557,1.0,Public
78479,1.0,Public
129708,1.0,Public
74435,1.0,Public
688,1.0,Public
93474,1.0,Public
124827,0.0,Public
92725,1.0,Public
59605,1.0,Public
116318,1.0,Public
52270,1.0,Public
95841,1.0,Public
62742,1.0,Public
27791,1.0,Public
69479,1.0,Public
131352,1.0,Public
140778,0.0,Public
8559,1.0,Public
75321,1.0,Public
100043,1.0,Public
69156,1.0,Public
84252,0.0,Public
101028,0.0,Public
90243,1.0,Public
41738,1.0,Public
8471,1.0,Public
81663,1.0,Public
76432,1.0,Public
7352,1.0,Public
30561,1.0,Public
46675,1.0,Public
69407,1.0,Public
136596,1.0,Public
127309,1.0,Public
142773,1.0,Public
36828,1.0,Public
106470,1.0,Public
2013,1.0,Public
134383,1.0,Public
104084,1.0,Public
75433,1.0,Public
107127,1.0,Public
102931,1.0,Public
47330,1.0,Public
29623,1.0,Public
43499,1.0,Public
66298,1.0,Public
35391,1.0,Public
7388,1.0,Public
112229,1.0,Public
107571,1.0,Public
138796,1.0,Public
25707,1.0,Public
16449,1.0,Public
89204,1.0,Public
80274,1.0,Public
43671,1.0,Public
138464,1.0,Public
69512,1.0,Public
17164,0.0,Public
62504,1.0,Public
91269,1.0,Public
92437,1.0,Public
88674,1.0,Public
130893,1.0,Public
39641,1.0,Public
39417,1.0,Public
57384,1.0,Public
8333,1.0,Public
26618,1.0,Public
44067,1.0,Public
98422,1.0,Public
18326,1.0,Public
78272,1.0,Public
39350,1.0,Public
114191,1.0,Public
6605,1.0,Public
74322,1.0,Public
100686,1.0,Public
7145,1.0,Public
95791,1.0,Public
95306,1.0,Public
117226,1.0,Public
119644,1.0,Public
136581,1.0,Public
35101,1.0,Public
3653,1.0,Public
114975,1.0,Public
142817,1.0,Public
102885,1.0,Public
143281,0.0,Public
94728,1.0,Public
125908,1.0,Public
58860,1.0,Public
40677,1.0,Public
79373,1.0,Public
101464,1.0,Public
10662,1.0,Public
60428,1.0,Public
43151,1.0,Public
15550,1.0,Public
84215,1.0,Public
82821,1.0,Public
68671,1.0,Public
142392,1.0,Public
26543,0.0,Public
64496,1.0,Public
91686,0.0,Public
67808,1.0,Public
141478,0.0,Public
61687,1.0,Public
33299,1.0,Public
111312,1.0,Public
24334,1.0,Public
10451,1.0,Public
52351,1.0,Public
130358,1.0,Public
113056,1.0,Public
59582,1.0,Public
23673,1.0,Public
103130,1.0,Public
38922,1.0,Public
111877,1.0,Public
99725,1.0,Public
66677,1.0,Public
47658,1.0,Public
86629,1.0,Public
109169,1.0,Public
68706,1.0,Public
104852,1.0,Public
77146,1.0,Public
113704,0.0,Public
87739,0.0,Public
91336,1.0,Public
6764,1.0,Public
29079,1.0,Public
99580,1.0,Public
69830,1.0,Public
31608,1.0,Public
89056,1.0,Public
86977,1.0,Public
140693,1.0,Public
102425,1.0,Public
23346,1.0,Public
37266,0.0,Public
121451,1.0,Public
122403,1.0,Public
37964,1.0,Public
9835,1.0,Public
60023,1.0,Public
16109,1.0,Public
116884,1.0,Public
32275,1.0,Public
104321,1.0,Public
142307,1.0,Public
51496,1.0,Public
18626,1.0,Public
520,1.0,Public
77328,1.0,Public
142709,1.0,Public
12581,1.0,Public
124262,1.0,Public
13185,1.0,Public
4232,1.0,Public
100838,1.0,Public
140477,1.0,Public
53745,1.0,Public
122744,1.0,Public
104892,1.0,Public
23127,1.0,Public
56480,1.0,Public
19610,1.0,Public
2172,1.0,Public
44153,1.0,Public
84185,1.0,Public
134909,1.0,Public
18505,1.0,Public
85667,1.0,Public
22078,0.0,Public
25573,1.0,Public
68210,1.0,Public
34919,1.0,Public
36562,1.0,Public
137383,1.0,Public
27581,1.0,Public
124660,1.0,Public
19532,1.0,Public
95234,1.0,Public
75472,0.0,Public
100120,1.0,Public
34087,1.0,Public
9828,1.0,Public
58811,1.0,Public
742,1.0,Public
52714,1.0,Public
116412,1.0,Public
33689,0.0,Public
12562,1.0,Public
56606,1.0,Public
78000,1.0,Public
96088,1.0,Public
138837,1.0,Public
83329,1.0,Public
71522,0.0,Public
62119,1.0,Public
56655,1.0,Public
74629,1.0,Public
137824,0.0,Public
57070,1.0,Public
112507,1.0,Public
53790,0.0,Public
70624,1.0,Public
105087,0.0,Public
42869,1.0,Public
32515,1.0,Public
68386,1.0,Public
63830,1.0,Public
115868,1.0,Public
65948,1.0,Public
28131,1.0,Public
43087,1.0,Public
20661,1.0,Public
88386,1.0,Public
129411,1.0,Public
8296,0.0,Public
129950,1.0,Public
7881,1.0,Public
100187,1.0,Public
8838,1.0,Public
120856,1.0,Public
80925,0.0,Public
75227,1.0,Public
19764,1.0,Public
103190,1.0,Public
79038,1.0,Public
69682,1.0,Public
40655,1.0,Public
137040,1.0,Public
84258,1.0,Public
59941,1.0,Public
14396,1.0,Public
93511,1.0,Public
127765,1.0,Public
53769,1.0,Public
28958,1.0,Public
57489,1.0,Public
111275,1.0,Public
77415,1.0,Public
71900,0.0,Public
85489,1.0,Public
73619,1.0,Public
43420,1.0,Public
115263,1.0,Public
63730,1.0,Public
24485,1.0,Public
140519,1.0,Public
77772,1.0,Public
112345,1.0,Public
105008,1.0,Public
23541,1.0,Public
69961,1.0,Public
45592,1.0,Public
114021,0.0,Public
80574,1.0,Public
74186,1.0,Public
84906,0.0,Public
62681,1.0,Public
3940,1.0,Public
111195,1.0,Public
130095,1.0,Public
138293,1.0,Public
142171,1.0,Public
96751,1.0,Public
106847,1.0,Public
139468,1.0,Public
42620,1.0,Public
92558,1.0,Public
137854,1.0,Public
63660,1.0,Public
70238,1.0,Public
133553,1.0,Public
99185,1.0,Public
65119,1.0,Public
10537,1.0,Public
90671,0.0,Public
37096,1.0,Public
31794,1.0,Public
120206,1.0,Public
43331,1.0,Public
30554,1.0,Public
140237,1.0,Public
20566,1.0,Public
117952,1.0,Public
87474,1.0,Public
85540,1.0,Public
137846,1.0,Public
116687,1.0,Public
14908,1.0,Public
17197,0.0,Public
118282,1.0,Public
94641,1.0,Public
12946,1.0,Public
85812,1.0,Public
124358,1.0,Public
64919,1.0,Public
20492,1.0,Public
28347,1.0,Public
52831,1.0,Public
67229,1.0,Public
16134,1.0,Public
16597,1.0,Public
65329,1.0,Public
128542,1.0,Public
33541,1.0,Public
41398,1.0,Public
30912,1.0,Public
9371,1.0,Public
105945,1.0,Public
26409,1.0,Public
2769,0.0,Public
104372,1.0,Public
52144,1.0,Public
50939,1.0,Public
25204,0.0,Public
140710,1.0,Public
37259,1.0,Public
9254,1.0,Public
125150,1.0,Public
87459,1.0,Public
20579,0.0,Public
2119,0.0,Public
125556,1.0,Public
100517,0.0,Public
95594,1.0,Public
75799,1.0,Public
98293,1.0,Public
97285,1.0,Public
118899,1.0,Public
61837,1.0,Public
12731,1.0,Public
91930,1.0,Public
106868,1.0,Public
65260,0.0,Public
133957,1.0,Public
25060,1.0,Public
98555,0.0,Public
100009,1.0,Public
32448,1.0,Public
6253,1.0,Public
138895,1.0,Public
128855,1.0,Public
59510,1.0,Public
20766,1.0,Public
15792,1.0,Public
36542,1.0,Public
142119,1.0,Public
59062,1.0,Public
129489,0.0,Public
127839,1.0,Public
91641,1.0,Public
8113,1.0,Public
101962,1.0,Public
58548,1.0,Public
27062,1.0,Public
1169,1.0,Public
70077,1.0,Public
15782,1.0,Public
65303,1.0,Public
31432,1.0,Public
32776,1.0,Public
98600,1.0,Public
122822,1.0,Public
99739,1.0,Public
107501,1.0,Public
124539,1.0,Public
8061,1.0,Public
41778,1.0,Public
135563,1.0,Public
5160,1.0,Public
83625,1.0,Public
39852,1.0,Public
87308,1.0,Public
32324,1.0,Public
114281,1.0,Public
64438,1.0,Public
129089,1.0,Public
139007,1.0,Public
45712,1.0,Public
63462,1.0,Public
26258,1.0,Public
41827,1.0,Public
92125,1.0,Public
34199,1.0,Public
29718,1.0,Public
51344,1.0,Public
47067,1.0,Public
58358,1.0,Public
129778,1.0,Public
34446,1.0,Public
62239,0.0,Public
88285,1.0,Public
105555,1.0,Public
90518,1.0,Public
25332,1.0,Public
129258,0.0,Public
98349,1.0,Public
137886,1.0,Public
23734,1.0,Public
107416,0.0,Public
22561,1.0,Public
139523,0.0,Public
6746,1.0,Public
15151,1.0,Public
14151,1.0,Public
36798,1.0,Public
18726,1.0,Public
110799,1.0,Public
128894,1.0,Public
82466,0.0,Public
107061,1.0,Public
40902,0.0,Public
112999,1.0,Public
71861,1.0,Public
44601,1.0,Public
38638,1.0,Public
117604,1.0,Public
94982,1.0,Public
58525,1.0,Public
133980,1.0,Public
115715,1.0,Public
97485,1.0,Public
31935,1.0,Public
46210,1.0,Public
72114,1.0,Public
74679,1.0,Public
84688,1.0,Public
63196,1.0,Public
60695,1.0,Public
60488,1.0,Public
118140,1.0,Public
78610,0.0,Public
122239,1.0,Public
45270,1.0,Public
119197,1.0,Public
83250,1.0,Public
15671,1.0,Public
84539,1.0,Public
97969,1.0,Public
47511,1.0,Public
72020,1.0,Public
69847,1.0,Public
102884,1.0,Public
142341,1.0,Public
71527,1.0,Public
33758,1.0,Public
2293,1.0,Public
63313,1.0,Public
5520,1.0,Public
119040,1.0,Public
3325,1.0,Public
3707,1.0,Public
77395,1.0,Public
130285,1.0,Public
117997,1.0,Public
65577,1.0,Public
76908,1.0,Public
83274,1.0,Public
19603,1.0,Public
73009,1.0,Public
77967,1.0,Public
51252,1.0,Public
36901,1.0,Public
98494,1.0,Public
17384,1.0,Public
107192,1.0,Public
27476,1.0,Public
43306,1.0,Public
80176,1.0,Public
52773,1.0,Public
68453,1.0,Public
115410,1.0,Public
7952,1.0,Public
51543,1.0,Public
18124,1.0,Public
50204,1.0,Public
40748,1.0,Public
90714,0.0,Public
65479,1.0,Public
62433,1.0,Public
22445,1.0,Public
72519,1.0,Public
54093,1.0,Public
23452,1.0,Public
66342,1.0,Public
53501,1.0,Public
16064,0.0,Public
113559,1.0,Public
4112,1.0,Public
67200,1.0,Public
38786,1.0,Public
118578,1.0,Public
29647,0.0,Public
54438,0.0,Public
109677,1.0,Public
128759,0.0,Public
23374,1.0,Public
11636,1.0,Public
29245,1.0,Public
120852,1.0,Public
19755,0.0,Public
2365,1.0,Public
62512,1.0,Public
51121,1.0,Public
71165,0.0,Public
119960,0.0,Public
90986,1.0,Public
96418,1.0,Public
93863,1.0,Public
123161,1.0,Public
128213,1.0,Public
29214,1.0,Public
271,1.0,Public
27059,1.0,Public
53018,1.0,Public
86840,1.0,Public
89372,1.0,Public
115915,1.0,Public
120503,1.0,Public
38166,1.0,Public
95846,1.0,Public
30408,1.0,Public
9742,1.0,Public
90668,1.0,Public
13954,1.0,Public
36147,1.0,Public
2335,1.0,Public
29820,1.0,Public
92640,1.0,Public
75575,1.0,Public
50104,1.0,Public
102688,1.0,Public
142290,1.0,Public
142158,1.0,Public
48121,1.0,Public
100011,1.0,Public
20910,1.0,Public
73164,1.0,Public
58907,1.0,Public
108415,1.0,Public
130600,1.0,Public
98242,1.0,Public
79490,1.0,Public
56163,0.0,Public
56483,1.0,Public
76806,1.0,Public
49294,1.0,Public
48366,1.0,Public
121802,1.0,Public
70411,1.0,Public
49328,1.0,Public
92140,1.0,Public
48946,1.0,Public
4184,1.0,Public
33840,1.0,Public
39714,1.0,Public
68314,1.0,Public
100777,1.0,Public
38736,1.0,Public
109694,1.0,Public
7095,1.0,Public
83664,1.0,Public
5120,1.0,Public
96987,1.0,Public
20972,1.0,Public
141155,1.0,Public
40053,1.0,Public
84160,1.0,Public
49055,1.0,Public
135868,1.0,Public
62122,1.0,Public
141973,1.0,Public
75266,1.0,Public
26786,1.0,Public
50672,1.0,Public
8682,1.0,Public
105931,1.0,Public
7871,1.0,Public
131800,1.0,Public
10371,1.0,Public
11573,1.0,Public
75447,1.0,Public
114285,1.0,Public
58875,1.0,Public
17571,1.0,Public
84138,1.0,Public
122709,1.0,Public
9977,1.0,Public
77995,1.0,Public
140806,1.0,Public
37891,1.0,Public
97927,1.0,Public
75707,1.0,Public
100472,1.0,Public
52755,1.0,Public
25688,1.0,Public
91344,1.0,Public
67945,0.0,Public
41410,1.0,Public
74815,1.0,Public
43079,1.0,Public
120251,1.0,Public
142840,1.0,Public
108571,1.0,Public
107869,1.0,Public
1348,1.0,Public
53170,0.0,Public
122616,1.0,Public
22361,1.0,Public
123846,1.0,Public
13003,1.0,Public
3684,1.0,Public
78276,1.0,Public
111101,1.0,Public
121823,1.0,Public
137126,1.0,Public
97681,1.0,Public
109274,1.0,Public
45223,1.0,Public
4299,1.0,Public
122359,1.0,Public
132656,1.0,Public
30126,1.0,Public
141025,1.0,Public
101913,1.0,Public
100789,1.0,Public
96664,1.0,Public
84826,1.0,Public
73771,0.0,Public
42212,1.0,Public
63979,1.0,Public
98758,1.0,Public
85752,1.0,Public
110432,1.0,Public
85640,1.0,Public
4486,1.0,Public
38872,1.0,Public
81506,1.0,Public
45128,1.0,Public
131133,0.0,Public
116912,1.0,Public
115266,1.0,Public
66406,1.0,Public
93193,1.0,Public
47735,1.0,Public
58929,1.0,Public
4192,1.0,Public
113792,1.0,Public
133897,1.0,Public
58406,1.0,Public
138558,1.0,Public
21684,1.0,Public
54818,1.0,Public
45329,1.0,Public
113053,1.0,Public
90253,1.0,Public
42553,1.0,Public
109235,1.0,Public
119184,1.0,Public
119871,0.0,Public
5065,1.0,Public
140796,1.0,Public
96185,1.0,Public
90506,1.0,Public
77460,0.0,Public
54032,1.0,Public
58881,1.0,Public
59124,1.0,Public
10274,1.0,Public
4683,1.0,Public
86910,1.0,Public
36539,1.0,Public
828,1.0,Public
107729,1.0,Public
101467,1.0,Public
133014,1.0,Public
78256,1.0,Public
77143,1.0,Public
41081,1.0,Public
82005,0.0,Public
133402,1.0,Public
63593,1.0,Public
109792,1.0,Public
35468,1.0,Public
85984,1.0,Public
